Gen	theta_1El	theta_2Mi	theta_3An	theta_4Po	theta_5Ab	theta_6Ge	theta_7Tr	theta_8MiPoAbAnGeTrEl	theta_9MiPoAbAnGeTr	theta_10MiPoAb	theta_11PoAb	theta_12AnGeTr	theta_13GeTr	tau_8MiPoAbAnGeTrEl	tau_9MiPoAbAnGeTr	tau_10MiPoAb	tau_11PoAb	tau_12AnGeTr	tau_13GeTr	M_El->Ge	M_El->Tr	M_An->Po	M_An->Ge	M_Po->An	M_Po->Ab	M_Ab->Po	M_Ge->El	M_Ge->An	M_Ge->Tr	M_Tr->El	M_Tr->Ge	lnL
84	0.002801	0.001049	0.003696	0.004391	0.003910	0.002834	0.001859	0.006057	0.004324	0.004827	0.002795	0.004041	0.009186	0.002068	0.001957	0.001180	0.001107	0.001833	0.000636	0.000004	0.002077	0.000000	0.342887	0.000013	0.000001	0.146455	0.000003	0.032390	0.046060	0.139568	0.197711	-11979.673
85	0.002801	0.001049	0.003149	0.004391	0.003910	0.002834	0.001859	0.006057	0.005622	0.004631	0.001743	0.003550	0.010219	0.002068	0.001957	0.001180	0.001107	0.001874	0.000636	0.001635	0.002077	0.000000	0.342887	0.000013	0.000775	0.146455	0.000097	0.032390	0.046060	0.139568	0.197711	-11966.417
86	0.002235	0.001049	0.003149	0.004391	0.003910	0.002834	0.001859	0.004781	0.006784	0.002778	0.001743	0.002540	0.010291	0.002068	0.001957	0.001222	0.001107	0.001830	0.000631	0.001635	0.002077	0.000000	0.342887	0.000503	0.000097	0.146455	0.000097	0.012890	0.046060	0.139568	0.197711	-11965.882
87	0.002235	0.001049	0.003149	0.004391	0.003910	0.002834	0.001859	0.005261	0.006028	0.002778	0.002520	0.001939	0.011062	0.002068	0.001957	0.001222	0.001107	0.001871	0.000631	0.000042	0.002077	0.000000	0.342887	0.000014	0.006975	0.146455	0.003207	0.012890	0.046060	0.139568	0.197711	-11969.976
88	0.002455	0.001152	0.003459	0.004824	0.004295	0.003114	0.002042	0.005779	0.003822	0.003145	0.001937	0.002130	0.011688	0.002271	0.002200	0.001339	0.001231	0.002055	0.000693	0.000229	0.002077	0.000000	0.342887	0.001521	0.006975	0.146455	0.000035	0.012890	0.046060	0.139568	0.197711	-11962.910
89	0.002455	0.001152	0.002789	0.004824	0.004295	0.003114	0.002042	0.006866	0.002451	0.003227	0.001937	0.002130	0.010024	0.002271	0.002200	0.001336	0.001231	0.002055	0.000693	0.000229	0.002077	0.000001	0.342887	0.000037	0.006975	0.146455	0.002696	0.012890	0.046060	0.139568	0.197711	-11946.009
90	0.002455	0.001152	0.003794	0.004824	0.004295	0.003114	0.002042	0.006748	0.002451	0.003227	0.001859	0.002216	0.010920	0.002271	0.002200	0.001336	0.001282	0.002002	0.000693	0.000229	0.002077	0.000001	0.127997	0.000037	0.006975	0.146455	0.002696	0.012890	0.046060	0.139568	0.197711	-11972.385
91	0.002455	0.001152	0.003794	0.004824	0.004295	0.003114	0.002042	0.005814	0.002887	0.003227	0.001859	0.002216	0.010167	0.002271	0.002170	0.001336	0.001282	0.002002	0.000693	0.000005	0.025589	0.000000	0.127997	0.000037	0.000257	0.146455	0.002696	0.012890	0.046060	0.017768	0.197711	-11962.658
92	0.002308	0.001083	0.003566	0.005173	0.004037	0.002291	0.001919	0.006501	0.003664	0.003033	0.001748	0.002051	0.008107	0.002135	0.002040	0.001256	0.001205	0.001901	0.000693	0.000850	0.000590	0.000000	0.127997	0.000151	0.000728	0.146455	0.002696	0.012890	0.046060	0.017768	0.197711	-11957.870
93	0.002308	0.001083	0.003566	0.005173	0.004037	0.002291	0.001919	0.006501	0.001815	0.003350	0.002615	0.001978	0.009181	0.002135	0.002086	0.001256	0.001205	0.001945	0.000693	0.000850	0.000590	0.000000	0.127997	0.000002	0.000017	0.146455	0.002696	0.012890	0.046060	0.038068	0.197711	-11946.576
94	0.002308	0.001083	0.003566	0.005173	0.004037	0.002291	0.001919	0.006501	0.002908	0.003350	0.002615	0.003322	0.008002	0.002135	0.002033	0.001256	0.001205	0.001899	0.000693	0.000850	0.000590	0.000001	0.127997	0.000039	0.000001	0.120294	0.000033	0.012890	0.046060	0.038068	0.197711	-11957.238
95	0.002308	0.001083	0.003566	0.005173	0.004037	0.002291	0.001919	0.006501	0.004173	0.003350	0.001339	0.003420	0.007579	0.002135	0.001992	0.001256	0.001205	0.001865	0.000731	0.000007	0.000590	0.000158	0.127997	0.000001	0.000001	0.120294	0.000001	0.012890	0.046060	0.038068	0.197711	-11960.064
96	0.002230	0.001113	0.004031	0.004998	0.003901	0.003106	0.002369	0.005551	0.003051	0.002337	0.002312	0.003567	0.008148	0.002080	0.001925	0.001213	0.001164	0.001844	0.000707	0.000007	0.000590	0.000158	0.127997	0.000001	0.000303	0.120294	0.000009	0.036015	0.046060	0.038068	0.197711	-11988.627
97	0.002230	0.001113	0.004031	0.004998	0.003901	0.003106	0.002369	0.005551	0.004245	0.002337	0.003307	0.003128	0.008148	0.002080	0.001925	0.001213	0.001164	0.001844	0.000707	0.000034	0.024042	0.000158	0.127997	0.000001	0.000009	0.120294	0.000009	0.036015	0.049482	0.038068	0.197711	-11979.206
98	0.002230	0.001113	0.003039	0.004998	0.003901	0.003106	0.002369	0.005551	0.007109	0.002337	0.003216	0.002340	0.008942	0.002080	0.001904	0.001213	0.001197	0.001845	0.000707	0.001172	0.000109	0.000003	0.127997	0.000004	0.000143	0.120294	0.000000	0.036015	0.035447	0.038068	0.197711	-11985.858
99	0.002230	0.001113	0.003039	0.004903	0.003901	0.003106	0.002369	0.005551	0.006371	0.002984	0.003732	0.002389	0.009496	0.002080	0.001904	0.001213	0.001210	0.001822	0.000707	0.001172	0.000109	0.000000	0.127997	0.000000	0.000059	0.120294	0.000006	0.036015	0.035447	0.038068	0.197711	-11988.283
100	0.002230	0.001113	0.003039	0.004903	0.003901	0.003106	0.002369	0.007082	0.007173	0.002984	0.004852	0.003077	0.009582	0.002080	0.001904	0.001213	0.001210	0.001822	0.000737	0.000062	0.005227	0.000000	0.127997	0.000000	0.000272	0.120294	0.000001	0.036015	0.035447	0.038068	0.197711	-11986.521
101	0.002051	0.001024	0.002795	0.004509	0.003587	0.002856	0.002179	0.007263	0.008082	0.002227	0.003648	0.002104	0.009069	0.001913	0.001729	0.001116	0.001113	0.001675	0.000658	0.000003	0.005227	0.000000	0.127997	0.000002	0.000001	0.120294	0.000021	0.036015	0.035447	0.038068	0.197711	-11974.915
102	0.002051	0.001024	0.002795	0.004491	0.003587	0.002856	0.002179	0.007263	0.008082	0.002227	0.003648	0.001228	0.007311	0.001913	0.001729	0.001116	0.001113	0.001675	0.000736	0.000227	0.001608	0.000004	0.127997	0.000053	0.000001	0.120294	0.000245	0.036015	0.035447	0.038068	0.197711	-11973.876
103	0.001447	0.001004	0.002740	0.004404	0.003517	0.002801	0.002136	0.007122	0.007043	0.002184	0.003577	0.001204	0.007168	0.001876	0.001695	0.001094	0.001091	0.001643	0.000722	0.002643	0.000022	0.000000	0.127997	0.000053	0.000009	0.120294	0.000245	0.036015	0.035447	0.038068	0.197711	-11985.414
104	0.001690	0.001172	0.003200	0.005142	0.004107	0.003270	0.003672	0.008315	0.008223	0.002550	0.002968	0.001406	0.007365	0.002190	0.001979	0.001278	0.001274	0.001918	0.000843	0.002643	0.005076	0.000000	0.127997	0.000001	0.002816	0.120294	0.005942	0.036015	0.035447	0.038068	0.197711	-11996.653
105	0.001529	0.001060	0.002894	0.004651	0.003715	0.002958	0.002573	0.007834	0.009127	0.002306	0.003958	0.001272	0.007581	0.001981	0.001790	0.001156	0.001152	0.001735	0.000762	0.002643	0.005076	0.000000	0.127997	0.000000	0.002816	0.120294	0.000142	0.036015	0.035447	0.038068	0.197711	-11989.397
106	0.001529	0.001060	0.003303	0.004651	0.003715	0.002958	0.002573	0.007834	0.005324	0.002306	0.002942	0.001797	0.007351	0.001981	0.001815	0.001156	0.001152	0.001735	0.000782	0.002643	0.005076	0.000000	0.127997	0.000000	0.000035	0.120294	0.000005	0.036015	0.035447	0.038068	0.197711	-11990.409
107	0.001529	0.001060	0.003303	0.004651	0.003715	0.002958	0.002573	0.007007	0.004817	0.002306	0.001869	0.001797	0.007025	0.001981	0.001846	0.001156	0.001152	0.001735	0.000782	0.000006	0.000147	0.000000	0.127997	0.000000	0.001812	0.120294	0.000617	0.036015	0.035447	0.038068	0.197711	-11968.752
108	0.001529	0.001060	0.004376	0.004651	0.003715	0.002330	0.002573	0.007672	0.004285	0.002306	0.002067	0.003078	0.005926	0.001981	0.001846	0.001156	0.001152	0.001689	0.000782	0.000006	0.000002	0.000000	0.127997	0.000000	0.001812	0.120294	0.005449	0.036015	0.035447	0.038068	0.197711	-11992.619
109	0.001529	0.001060	0.004376	0.005344	0.003715	0.003193	0.002573	0.006738	0.006293	0.002306	0.000666	0.004259	0.005518	0.001981	0.001846	0.001156	0.001152	0.001634	0.000839	0.000099	0.000002	0.000000	0.127997	0.000000	0.001812	0.120294	0.001790	0.036015	0.035447	0.038068	0.197711	-11988.738
110	0.001529	0.001060	0.004376	0.005344	0.003715	0.003193	0.002414	0.005282	0.006523	0.002306	0.000666	0.003585	0.003803	0.001981	0.001846	0.001156	0.001152	0.001693	0.000815	0.000000	0.000002	0.000000	0.127997	0.000000	0.000013	0.120294	0.000047	0.036015	0.035447	0.038068	0.197711	-11978.653
111	0.001529	0.001060	0.004376	0.005344	0.003715	0.003193	0.002228	0.005282	0.005363	0.002306	0.000666	0.005025	0.003654	0.001981	0.001846	0.001156	0.001152	0.001648	0.000848	0.000000	0.000074	0.000000	0.127997	0.000000	0.002237	0.120294	0.000047	0.036015	0.035447	0.023052	0.197711	-11994.913
112	0.001529	0.001060	0.003877	0.005344	0.003715	0.003193	0.002228	0.005291	0.006623	0.002306	0.000666	0.004803	0.003502	0.001981	0.001808	0.001156	0.001152	0.001648	0.000885	0.000000	0.000003	0.000000	0.127997	0.000000	0.002237	0.120294	0.000286	0.036015	0.035447	0.023052	0.197711	-11992.882
113	0.001655	0.001148	0.004198	0.005786	0.004022	0.003457	0.002413	0.006829	0.007026	0.004060	0.000721	0.005559	0.004143	0.002145	0.001957	0.001251	0.001248	0.001731	0.000877	0.000001	0.000124	0.000000	0.127997	0.000000	0.002237	0.120294	0.000010	0.036015	0.035447	0.023052	0.197711	-11992.106
114	0.001655	0.001148	0.004198	0.005786	0.004022	0.003457	0.002413	0.007288	0.008932	0.004060	0.000743	0.005213	0.004441	0.002145	0.001957	0.001251	0.001248	0.001699	0.000818	0.000032	0.000124	0.000000	0.127997	0.000000	0.002237	0.120294	0.000574	0.036015	0.035447	0.023052	0.197711	-12001.756
115	0.001655	0.001148	0.004198	0.005786	0.004022	0.003457	0.002413	0.007735	0.006028	0.004060	0.000743	0.006140	0.004897	0.002145	0.002023	0.001251	0.001248	0.001699	0.000864	0.000032	0.000002	0.000000	0.127997	0.000000	0.002237	0.120294	0.000574	0.036015	0.035447	0.055135	0.197711	-11971.489
116	0.001518	0.001053	0.003093	0.005305	0.003688	0.003170	0.002212	0.007917	0.005431	0.003722	0.000681	0.005540	0.004787	0.001966	0.001886	0.001147	0.001144	0.001570	0.000743	0.000537	0.000061	0.000000	0.127997	0.000000	0.002237	0.120294	0.000574	0.036015	0.035447	0.055135	0.197711	-11954.382
117	0.001733	0.001053	0.003093	0.005305	0.003688	0.003170	0.002212	0.007320	0.004124	0.003722	0.001945	0.004846	0.005593	0.001966	0.001886	0.001147	0.001144	0.001534	0.000743	0.000537	0.000016	0.000000	0.127997	0.000000	0.002237	0.120294	0.000574	0.036015	0.035447	0.055135	0.197711	-11970.520
118	0.001733	0.001053	0.003093	0.005305	0.003688	0.002475	0.002212	0.008105	0.003174	0.003722	0.001945	0.006205	0.005150	0.001966	0.001895	0.001147	0.001144	0.001511	0.000743	0.000015	0.000000	0.000000	0.127997	0.000000	0.000034	0.120294	0.001707	0.036015	0.035447	0.022445	0.197711	-11985.047
119	0.001733	0.001053	0.003093	0.005305	0.003688	0.002475	0.002212	0.008105	0.004648	0.003722	0.002913	0.006797	0.005908	0.001966	0.001895	0.001147	0.001144	0.001444	0.000743	0.000472	0.000000	0.000000	0.127997	0.000000	0.001204	0.120294	0.000567	0.036015	0.035447	0.024642	0.197711	-11942.379
120	0.001733	0.001053	0.003093	0.005305	0.003688	0.002475	0.002212	0.007128	0.004100	0.003722	0.002164	0.005823	0.006137	0.001966	0.001895	0.001147	0.001144	0.001444	0.000716	0.004040	0.000000	0.000000	0.127997	0.000001	0.000006	0.120294	0.010210	0.036015	0.035447	0.024642	0.197711	-11960.757
121	0.001875	0.001139	0.003346	0.005740	0.003990	0.002678	0.002394	0.007712	0.003480	0.004027	0.002644	0.007147	0.006823	0.002127	0.002050	0.001241	0.001237	0.001469	0.000753	0.000797	0.000000	0.000000	0.127997	0.000001	0.000118	0.120294	0.000554	0.036015	0.035447	0.024642	0.197711	-11958.757
122	0.001661	0.001009	0.002964	0.005085	0.003535	0.002372	0.002120	0.006832	0.003083	0.003568	0.002402	0.005136	0.005271	0.001885	0.001816	0.001100	0.001096	0.001353	0.000667	0.018840	0.000000	0.000000	0.127997	0.000001	0.000118	0.120294	0.000014	0.036015	0.035447	0.024642	0.197711	-11978.476
123	0.001661	0.001009	0.002964	0.005085	0.003535	0.002372	0.002120	0.006371	0.003083	0.003481	0.002474	0.004765	0.006796	0.001885	0.001816	0.001100	0.001096	0.001406	0.000644	0.000153	0.000000	0.000000	0.127997	0.000000	0.000441	0.120294	0.006250	0.036015	0.035447	0.024642	0.197711	-11962.054
124	0.001661	0.001009	0.003034	0.005085	0.003535	0.002372	0.002120	0.006180	0.002208	0.003041	0.001473	0.004946	0.005388	0.001885	0.001816	0.001100	0.001096	0.001378	0.000658	0.000153	0.000001	0.000000	0.127997	0.000000	0.000441	0.120294	0.006250	0.036015	0.035447	0.024642	0.197711	-11979.108
125	0.001845	0.001121	0.003371	0.005649	0.003927	0.003376	0.002356	0.007766	0.003673	0.002573	0.002745	0.004475	0.006643	0.002094	0.002017	0.001222	0.001218	0.001531	0.000731	0.000767	0.000000	0.000000	0.127997	0.000000	0.000022	0.120294	0.000846	0.036015	0.035447	0.024642	0.197711	-11962.914
126	0.001620	0.000984	0.002960	0.004960	0.003448	0.002964	0.002163	0.006246	0.003884	0.002260	0.001501	0.003740	0.006581	0.001838	0.001767	0.001073	0.001069	0.001380	0.000642	0.023748	0.000023	0.000000	0.127997	0.000002	0.000022	0.120294	0.000003	0.036015	0.035447	0.024642	0.197711	-11963.182
127	0.001620	0.000984	0.003520	0.005648	0.003448	0.002730	0.002163	0.006246	0.005244	0.002260	0.002393	0.002973	0.007029	0.001838	0.001767	0.001073	0.001069	0.001380	0.000601	0.009398	0.000335	0.000000	0.127997	0.000013	0.001118	0.120294	0.000001	0.036015	0.035447	0.024642	0.197711	-11966.449
128	0.001818	0.001104	0.003949	0.006337	0.003869	0.003063	0.002427	0.007008	0.004569	0.002535	0.001527	0.003569	0.007886	0.002063	0.001983	0.001204	0.001200	0.001548	0.000674	0.009398	0.000014	0.000000	0.127997	0.000136	0.000005	0.120294	0.000100	0.036015	0.035447	0.024642	0.197711	-11954.748
129	0.001818	0.001104	0.003949	0.006337	0.003869	0.003063	0.002427	0.007801	0.003569	0.002535	0.001527	0.003416	0.007886	0.002063	0.001983	0.001204	0.001200	0.001588	0.000674	0.004858	0.001205	0.000000	0.127997	0.009561	0.000005	0.120294	0.001601	0.036015	0.035447	0.024642	0.197711	-11970.619
130	0.001641	0.000997	0.003565	0.005721	0.003492	0.002765	0.002191	0.007913	0.002528	0.002289	0.001378	0.002267	0.007347	0.001862	0.001790	0.001086	0.001083	0.001390	0.000647	0.000093	0.000259	0.000000	0.127997	0.000072	0.000000	0.120294	0.001601	0.036015	0.035447	0.024642	0.197711	-11956.958
131	0.001641	0.000997	0.003565	0.005721	0.003492	0.002765	0.002191	0.007558	0.003035	0.003460	0.001378	0.002925	0.007294	0.001862	0.001836	0.001086	0.001083	0.001390	0.000647	0.002879	0.000259	0.000000	0.127997	0.000003	0.000001	0.120294	0.001601	0.036015	0.035447	0.024642	0.197711	-11966.575
132	0.001641	0.000997	0.003565	0.005721	0.003492	0.002765	0.002191	0.005922	0.003035	0.003460	0.001378	0.002925	0.006982	0.001862	0.001836	0.001086	0.001083	0.001390	0.000647	0.002879	0.000187	0.000000	0.127997	0.000000	0.000000	0.120294	0.001601	0.036015	0.035447	0.051343	0.197711	-11973.483
133	0.001641	0.000997	0.003565	0.005721	0.003492	0.002765	0.002191	0.005067	0.003002	0.003460	0.002203	0.003675	0.007967	0.001861	0.001840	0.001086	0.001083	0.001390	0.000647	0.002879	0.000005	0.000000	0.127997	0.000006	0.000001	0.120294	0.001601	0.036015	0.035447	0.051343	0.197711	-11963.420
134	0.001641	0.000997	0.003565	0.005721	0.002980	0.002765	0.002191	0.006345	0.003002	0.003460	0.002203	0.004072	0.007032	0.001861	0.001840	0.001086	0.001083	0.001427	0.000647	0.002879	0.000005	0.000000	0.127997	0.000500	0.000000	0.120294	0.000039	0.036015	0.035447	0.051343	0.197711	-11960.234
135	0.001760	0.001069	0.002933	0.005550	0.003953	0.002966	0.002414	0.006807	0.003659	0.003712	0.001321	0.003447	0.007589	0.001996	0.001921	0.001166	0.001162	0.001475	0.000694	0.002879	0.000512	0.000000	0.127997	0.000500	0.000000	0.120294	0.000039	0.036015	0.035447	0.051343	0.197711	-11956.049
136	0.001760	0.001069	0.002933	0.005550	0.003953	0.002966	0.002414	0.005835	0.005262	0.003712	0.000967	0.003447	0.007589	0.001996	0.001921	0.001166	0.001162	0.001475	0.000694	0.002879	0.012560	0.000000	0.127997	0.000047	0.000000	0.120294	0.004809	0.036015	0.035447	0.051343	0.197711	-11947.178
137	0.001760	0.001069	0.002373	0.005550	0.003953	0.002966	0.002414	0.006467	0.004612	0.003712	0.002058	0.003447	0.007052	0.001996	0.001921	0.001166	0.001162	0.001475	0.000652	0.004924	0.000097	0.000000	0.151004	0.000002	0.000000	0.120294	0.004809	0.036015	0.035447	0.051343	0.197711	-11948.241
138	0.001760	0.001069	0.002373	0.005550	0.003953	0.002966	0.002414	0.006467	0.003747	0.003712	0.001069	0.004447	0.007964	0.001996	0.001921	0.001166	0.001162	0.001475	0.000652	0.000090	0.003325	0.000000	0.151004	0.000000	0.000000	0.120294	0.004809	0.036015	0.035447	0.051343	0.197711	-11967.383
139	0.001605	0.000975	0.002164	0.005061	0.003605	0.002248	0.002201	0.006667	0.003047	0.003385	0.000975	0.003291	0.007476	0.001820	0.001801	0.001063	0.001059	0.001345	0.000577	0.000090	0.000299	0.000000	0.151004	0.000010	0.000019	0.120294	0.004809	0.036015	0.035447	0.014660	0.197711	-11957.351
140	0.001605	0.000975	0.002164	0.005061	0.003605	0.002248	0.002726	0.006667	0.002730	0.003244	0.000975	0.003291	0.008246	0.001820	0.001801	0.001063	0.001059	0.001345	0.000577	0.001818	0.000007	0.000000	0.151004	0.000170	0.000784	0.120294	0.004809	0.036015	0.035447	0.014660	0.197711	-11940.188
141	0.001830	0.001112	0.002467	0.005771	0.004111	0.002564	0.003109	0.007603	0.003113	0.003700	0.001112	0.003753	0.009403	0.002076	0.002054	0.001212	0.001208	0.001534	0.000658	0.000036	0.000164	0.000000	0.151004	0.000170	0.000019	0.120294	0.004809	0.036015	0.035447	0.014660	0.197711	-11941.725
142	0.001830	0.001112	0.002467	0.006075	0.004111	0.002564	0.003109	0.007603	0.003394	0.003700	0.001112	0.003753	0.009403	0.002076	0.002054	0.001212	0.001208	0.001534	0.000658	0.002001	0.000016	0.000000	0.151004	0.000021	0.000019	0.120294	0.004809	0.036015	0.035447	0.014660	0.197711	-11947.627
143	0.001830	0.001112	0.002467	0.006075	0.003923	0.002564	0.003109	0.007001	0.002968	0.003700	0.001112	0.003892	0.007505	0.002078	0.002065	0.001212	0.001208	0.001502	0.000694	0.002001	0.000016	0.000000	0.151004	0.000021	0.000001	0.120294	0.004809	0.036015	0.035447	0.014660	0.197711	-11918.793
144	0.001616	0.000982	0.002179	0.005364	0.003464	0.002762	0.002745	0.006181	0.001806	0.003267	0.001746	0.003347	0.005498	0.001834	0.001824	0.001070	0.001067	0.001346	0.000646	0.000058	0.000369	0.000000	0.151004	0.000000	0.000000	0.120294	0.000109	0.036015	0.035447	0.014660	0.197711	-11939.348
145	0.001616	0.000982	0.002179	0.005364	0.003464	0.002762	0.002745	0.006927	0.001806	0.003267	0.000763	0.004504	0.005498	0.001834	0.001824	0.001070	0.001067	0.001313	0.000646	0.000454	0.000007	0.000000	0.151004	0.000002	0.000000	0.120294	0.000109	0.036015	0.035447	0.014660	0.197711	-11915.424
146	0.001616	0.000982	0.002179	0.005364	0.003255	0.002762	0.002745	0.006428	0.001806	0.003267	0.000763	0.004504	0.005498	0.001834	0.001824	0.001070	0.001067	0.001313	0.000646	0.000454	0.000007	0.000000	0.151004	0.000016	0.000000	0.120294	0.002102	0.036015	0.035447	0.014660	0.197711	-11935.687
147	0.001845	0.001121	0.002487	0.006124	0.003716	0.003154	0.003134	0.007339	0.002191	0.003730	0.000871	0.006035	0.007745	0.002094	0.002048	0.001222	0.001218	0.001488	0.000691	0.000005	0.000213	0.000000	0.151004	0.000035	0.000000	0.120294	0.002102	0.036015	0.035447	0.014660	0.197711	-11935.060
148	0.001845	0.001121	0.002487	0.006209	0.003716	0.003154	0.003134	0.008525	0.002092	0.003730	0.001832	0.006805	0.007745	0.002094	0.002074	0.001222	0.001218	0.001516	0.000691	0.000000	0.000213	0.000002	0.151004	0.000035	0.000000	0.120294	0.002102	0.036015	0.035447	0.014660	0.197711	-11953.695
149	0.001839	0.001118	0.002480	0.005618	0.002844	0.003144	0.003124	0.007616	0.001043	0.003718	0.001826	0.006090	0.006709	0.002088	0.002068	0.001218	0.001214	0.001557	0.000689	0.000000	0.000004	0.000000	0.151004	0.000118	0.000000	0.120294	0.002102	0.036015	0.035447	0.014660	0.197711	-11944.628
150	0.001839	0.001118	0.002480	0.005618	0.002844	0.003144	0.003124	0.007616	0.001043	0.003718	0.001288	0.006546	0.006709	0.002088	0.002068	0.001218	0.001214	0.001497	0.000689	0.000001	0.000109	0.000001	0.151004	0.000001	0.000000	0.120294	0.004960	0.036015	0.035447	0.014660	0.197711	-11921.833
151	0.001839	0.001118	0.002460	0.005618	0.002844	0.003144	0.003124	0.007616	0.001518	0.002712	0.002904	0.006681	0.006709	0.002088	0.002039	0.001218	0.001214	0.001497	0.000689	0.000035	0.000003	0.000001	0.151004	0.000114	0.000000	0.120294	0.000085	0.036015	0.035447	0.014660	0.197711	-11957.412
152	0.001839	0.001118	0.002460	0.005618	0.002844	0.003144	0.002745	0.007616	0.002689	0.002712	0.001993	0.005452	0.006836	0.002088	0.001996	0.001218	0.001214	0.001548	0.000689	0.000035	0.000022	0.000000	0.151004	0.004760	0.000000	0.120294	0.004670	0.036015	0.035447	0.014660	0.197711	-11948.247
153	0.001780	0.001082	0.002381	0.005438	0.002752	0.003043	0.002657	0.007372	0.003489	0.002625	0.001291	0.005099	0.007739	0.002021	0.001903	0.001179	0.001175	0.001527	0.000667	0.000035	0.000001	0.000001	0.151004	0.004760	0.000000	0.120294	0.004670	0.036015	0.035447	0.014660	0.197711	-11930.802
